,temperatura,temperatura_max,temperatura_min,precipitacion,humedad_relativa,presion_atmosferica,velocidad_viento,direccion_viento,nubosidad,radiacion_solar,punto_rocio,grados_dia,confort_termico
2025-10-02 19:32:34.105103,4.32,10.37,-1.21,0.0,92.35,988.11,3.68,291.53,37.33,317.68,2.79,0.0,0
2025-10-02 20:32:34.105103,6.99,12.05,0.82,0.0,90.33,983.83,2.9,250.59,39.53,119.84,5.06,0.0,0
2025-10-02 21:32:34.105103,2.37,9.57,-0.98,0.0,100.0,990.06,4.51,277.42,49.83,144.39,2.37,0.0,0
2025-10-02 22:32:34.105103,10.06,17.56,5.79,0.0,89.02,991.0,3.25,314.71,50.34,92.52,7.86,0.06,0
2025-10-02 23:32:34.105103,8.13,12.9,3.32,0.0,91.13,989.53,6.51,296.37,37.23,0.0,6.36,0.0,0
2025-10-03 00:32:34.105103,9.15,13.34,3.79,0.0,86.58,987.89,10.88,284.42,53.49,0.0,6.47,0.0,0
2025-10-03 01:32:34.105103,9.53,16.44,6.31,0.0,89.55,990.63,3.83,268.4,18.42,125.67,7.44,0.0,0
2025-10-03 02:32:34.105103,9.7,14.07,6.0,0.0,86.84,990.9,8.7,211.2,46.02,123.31,7.06,0.0,0
2025-10-03 03:32:34.105103,15.89,23.01,11.51,0.0,80.45,989.78,2.56,212.11,26.83,229.1,11.98,5.89,0
2025-10-03 04:32:34.105103,15.35,20.47,7.49,0.36,91.49,986.38,6.82,230.97,94.47,37.44,13.65,5.35,0
2025-10-03 05:32:34.105103,13.22,19.56,8.56,0.0,81.25,989.69,4.96,212.13,37.05,311.21,9.47,3.22,0
2025-10-03 06:32:34.105103,13.42,16.89,8.01,0.0,76.93,992.44,5.61,253.94,26.73,476.6,8.8,3.42,0
2025-10-03 07:32:34.105103,15.13,21.25,11.15,0.0,79.13,987.07,7.49,309.0,41.19,379.41,10.96,5.13,0
2025-10-03 08:32:34.105103,18.54,23.8,12.49,0.0,70.13,995.15,5.17,298.81,39.0,349.72,12.57,8.54,0
2025-10-03 09:32:34.105103,13.73,19.66,9.33,0.0,75.84,987.28,2.62,261.17,39.34,529.87,8.9,3.73,0
2025-10-03 10:32:34.105103,10.0,13.84,5.96,0.0,88.29,988.95,6.08,257.49,28.85,568.32,7.66,0.0,0
2025-10-03 11:32:34.105103,11.07,17.75,5.48,0.0,86.46,986.84,5.57,169.84,33.39,498.85,8.36,1.07,0
2025-10-03 12:32:34.105103,9.46,16.77,6.43,0.0,91.72,989.53,3.92,341.94,40.82,410.76,7.81,0.0,0
2025-10-03 13:32:34.105103,3.06,7.14,0.02,0.0,95.26,983.63,4.19,213.97,42.22,478.12,2.11,0.0,0
2025-10-03 14:32:34.105103,6.9,10.38,2.8,0.0,93.69,987.22,6.31,336.08,49.34,385.58,5.64,0.0,0
2025-10-03 15:32:34.105103,5.3,8.42,2.12,0.0,96.8,985.58,4.88,275.03,23.25,645.96,4.66,0.0,0
2025-10-03 16:32:34.105103,6.2,12.41,2.66,0.0,94.92,989.26,3.78,350.14,45.8,358.19,5.19,0.0,0
2025-10-03 17:32:34.105103,7.91,13.94,3.21,0.0,86.01,991.84,4.69,181.05,35.1,370.01,5.11,0.0,0
2025-10-03 18:32:34.105103,6.26,11.99,-0.75,0.0,93.36,990.8,2.97,294.95,33.29,422.14,4.93,0.0,0
2025-10-03 19:32:34.105103,3.67,7.83,-2.19,0.0,98.31,981.74,3.28,285.06,36.73,354.39,3.34,0.0,0
2025-10-03 20:32:34.105103,2.6,7.55,-2.97,0.0,98.14,994.98,4.44,217.37,41.92,240.73,2.22,0.0,0
2025-10-03 21:32:34.105103,10.91,16.88,6.44,0.0,75.2,989.74,4.34,227.84,0.0,339.96,5.95,0.91,0
2025-10-03 22:32:34.105103,7.12,12.61,-0.53,0.0,92.12,986.53,4.85,279.18,34.05,134.68,5.55,0.0,0
2025-10-03 23:32:34.105103,8.48,16.42,3.5,0.0,100.0,989.33,4.41,305.01,36.24,78.27,8.48,0.0,0
2025-10-04 00:32:34.105103,9.96,13.65,6.53,0.0,85.25,989.39,2.78,272.91,42.95,58.25,7.01,0.0,0
2025-10-04 01:32:34.105103,11.96,18.44,5.88,0.0,80.42,986.87,8.64,303.5,27.15,107.33,8.05,1.96,0
2025-10-04 02:32:34.105103,12.72,17.75,9.15,0.0,84.78,989.46,7.33,231.96,35.24,125.63,9.68,2.72,0
2025-10-04 03:32:34.105103,13.11,18.25,8.38,0.0,83.9,987.04,5.25,284.97,52.37,213.43,9.89,3.11,0
2025-10-04 04:32:34.105103,14.11,20.7,8.58,0.0,86.79,987.65,3.7,214.74,48.34,88.4,11.47,4.11,0
2025-10-04 05:32:34.105103,15.74,22.2,8.37,0.0,72.1,986.81,6.84,275.85,40.07,394.46,10.16,5.74,0
2025-10-04 06:32:34.105103,14.93,22.88,9.46,0.0,83.27,984.57,6.47,331.12,31.64,301.43,11.58,4.93,0
2025-10-04 07:32:34.105103,14.38,18.02,7.87,0.0,83.38,989.3,8.08,207.65,42.12,336.0,11.06,4.38,0
2025-10-04 08:32:34.105103,15.42,18.94,7.46,0.0,78.16,990.62,5.81,222.68,31.74,470.88,11.05,5.42,0
2025-10-04 09:32:34.105103,13.75,20.37,10.09,0.0,83.08,990.41,3.94,223.25,34.58,476.22,10.36,3.75,0
2025-10-04 10:32:34.105103,16.02,21.91,11.65,0.0,83.12,991.33,5.71,294.79,40.66,508.9,12.64,6.02,0
2025-10-04 11:32:34.105103,6.26,10.63,1.29,0.0,96.97,989.84,2.32,283.02,37.51,442.73,5.66,0.0,0
2025-10-04 12:32:34.105103,12.2,15.59,7.09,0.0,77.99,987.27,3.81,313.45,48.93,421.63,7.79,2.2,0
2025-10-04 13:32:34.105103,10.95,14.38,5.9,0.0,89.67,991.38,9.75,282.36,38.24,460.98,8.89,0.95,0
2025-10-04 14:32:34.105103,2.87,10.34,-4.67,0.0,97.38,984.79,2.81,349.92,49.87,402.11,2.34,0.0,0
2025-10-04 15:32:34.105103,5.08,9.04,-1.49,0.0,94.74,986.16,2.46,265.48,56.92,315.13,4.03,0.0,0
2025-10-04 16:32:34.105103,4.07,8.69,-1.97,0.0,96.26,985.97,3.98,270.73,53.44,327.19,3.32,0.0,0
2025-10-04 17:32:34.105103,1.4,5.54,-3.14,0.0,99.15,992.11,4.01,234.63,30.48,413.71,1.23,0.0,0
2025-10-04 18:32:34.105103,2.46,7.23,-4.66,0.0,100.0,991.69,6.61,345.07,49.45,260.46,2.46,0.0,0
2025-10-04 19:32:34.105103,2.0,5.34,-5.78,0.0,98.59,990.33,5.02,316.81,52.8,244.23,1.71,0.0,0
2025-10-04 20:32:34.105103,8.32,13.92,1.21,0.0,83.92,992.08,4.48,211.45,45.88,263.67,5.11,0.0,0
2025-10-04 21:32:34.105103,7.64,10.98,4.63,0.0,88.57,986.23,2.52,275.54,28.15,190.05,5.36,0.0,0
2025-10-04 22:32:34.105103,9.56,16.56,3.37,0.0,88.56,989.91,4.52,264.28,32.71,95.89,7.27,0.0,0
2025-10-04 23:32:34.105103,9.9,14.07,6.65,0.0,93.29,988.49,3.34,216.69,51.59,81.22,8.56,0.0,0
2025-10-05 00:32:34.105103,7.76,13.46,3.48,0.0,93.37,991.42,6.19,294.85,34.07,0.0,6.44,0.0,0
2025-10-05 01:32:34.105103,10.53,17.93,7.23,0.0,81.96,988.53,4.58,187.38,32.98,111.5,6.92,0.53,0
2025-10-05 02:32:34.105103,14.0,20.25,7.98,0.0,93.43,987.72,2.15,208.35,57.47,42.77,12.69,4.0,0
2025-10-05 03:32:34.105103,11.82,17.48,5.39,0.0,85.59,990.5,7.91,227.93,37.32,102.92,8.94,1.82,0
2025-10-05 04:32:34.105103,16.64,21.27,13.07,0.0,83.41,991.51,2.94,332.73,29.44,255.6,13.33,6.64,0
2025-10-05 05:32:34.105103,15.34,20.0,10.42,0.0,78.24,986.87,4.75,224.33,25.34,325.27,10.98,5.34,0
2025-10-05 06:32:34.105103,15.27,21.62,9.99,0.0,81.76,988.69,4.23,223.26,39.21,339.96,11.62,5.27,0
2025-10-05 07:32:34.105103,17.24,25.21,12.39,0.0,80.34,985.7,5.63,242.64,21.84,464.24,13.31,7.24,0
2025-10-05 08:32:34.105103,16.11,22.42,12.5,0.0,83.93,981.38,3.55,298.87,34.49,490.9,12.89,6.11,0
2025-10-05 09:32:34.105103,13.54,19.33,8.45,0.0,86.97,989.48,3.33,343.38,41.82,415.61,10.94,3.54,0
2025-10-05 10:32:34.105103,15.34,21.99,8.58,0.0,83.35,990.7,4.12,347.21,49.67,396.47,12.01,5.34,0
2025-10-05 11:32:34.105103,9.41,14.74,6.06,0.0,86.31,989.66,8.4,251.07,44.83,445.48,6.67,0.0,0
2025-10-05 12:32:34.105103,11.25,14.55,7.85,0.0,82.26,983.03,2.85,216.06,28.99,577.83,7.71,1.25,0
2025-10-05 13:32:34.105103,9.65,15.47,4.88,0.0,89.18,987.82,4.57,338.07,51.37,384.47,7.49,0.0,0
2025-10-05 14:32:34.105103,6.4,14.19,-1.31,0.0,97.06,982.22,5.1,254.18,40.54,485.03,5.81,0.0,0
2025-10-05 15:32:34.105103,6.43,10.31,0.09,1.25,100.0,992.99,4.79,224.85,72.64,162.41,6.43,0.0,0
2025-10-05 16:32:34.105103,2.32,8.77,-4.07,0.0,100.0,985.62,3.6,326.96,43.28,462.94,2.32,0.0,0
2025-10-05 17:32:34.105103,6.07,10.08,1.26,0.0,100.0,992.64,3.85,338.56,59.38,245.97,6.07,0.0,0
2025-10-05 18:32:34.105103,3.65,9.33,-2.32,0.0,91.94,991.71,4.21,261.67,42.62,259.0,2.04,0.0,0
2025-10-05 19:32:34.105103,3.18,6.66,0.13,0.0,93.04,986.17,4.46,336.44,41.65,293.59,1.79,0.0,0
2025-10-05 20:32:34.105103,6.92,12.18,0.74,0.0,90.91,985.48,2.28,217.99,56.83,130.13,5.11,0.0,0
2025-10-05 21:32:34.105103,4.37,11.15,-3.2,0.0,96.98,989.93,5.73,246.22,29.18,250.09,3.77,0.0,0
2025-10-05 22:32:34.105103,4.2,8.94,-1.86,0.0,93.07,986.34,5.3,293.31,28.68,258.15,2.82,0.0,0
2025-10-05 23:32:34.105103,5.36,11.68,-2.01,0.0,100.0,989.18,6.55,273.24,28.84,34.98,5.36,0.0,0
2025-10-06 00:32:34.105103,11.24,18.22,4.62,0.0,87.25,987.44,2.39,310.6,42.35,16.62,8.7,1.24,0
2025-10-06 01:32:34.105103,9.02,16.66,5.42,0.0,88.66,983.55,5.07,355.4,41.0,0.0,6.76,0.0,0
2025-10-06 02:32:34.105103,16.54,20.72,9.03,0.0,70.01,982.2,4.26,358.31,45.43,135.68,10.54,6.54,0
2025-10-06 03:32:34.105103,10.11,15.11,6.78,0.0,80.25,989.57,4.8,278.74,37.56,146.87,6.16,0.11,0
2025-10-06 04:32:34.105103,18.62,22.38,12.95,0.0,75.47,987.21,4.11,315.97,28.69,253.98,13.72,8.62,0
2025-10-06 05:32:34.105103,16.25,24.21,12.54,0.0,66.96,987.23,5.33,341.18,28.5,293.15,9.64,6.25,0
2025-10-06 06:32:34.105103,15.84,23.47,12.78,0.0,83.3,990.98,3.48,291.96,37.83,388.3,12.5,5.84,0
2025-10-06 07:32:34.105103,14.74,20.44,9.63,0.0,79.1,992.41,4.66,215.73,17.83,571.86,10.56,4.74,0
2025-10-06 08:32:34.105103,16.03,23.24,11.55,0.0,94.17,988.07,2.5,237.14,69.19,214.62,14.86,6.03,0
2025-10-06 09:32:34.105103,14.2,19.8,8.77,0.0,92.24,987.87,3.86,223.95,46.32,353.54,12.65,4.2,0
2025-10-06 10:32:34.105103,15.24,21.36,9.35,0.0,78.23,990.39,3.94,199.38,36.22,572.35,10.89,5.24,0
2025-10-06 11:32:34.105103,11.81,15.26,8.6,0.0,83.75,984.82,2.15,263.71,43.03,414.38,8.56,1.81,0
2025-10-06 12:32:34.105103,10.33,17.11,6.72,0.1,100.0,989.56,4.71,226.66,92.09,0.0,10.33,0.33,0
2025-10-06 13:32:34.105103,7.75,11.39,1.96,0.0,98.89,990.55,5.22,331.46,43.04,474.72,7.53,0.0,0
2025-10-06 14:32:34.105103,6.92,14.05,2.2,0.0,83.43,990.93,3.85,266.24,30.4,482.56,3.61,0.0,0
2025-10-06 15:32:34.105103,6.41,13.32,-0.24,0.0,83.46,983.08,6.17,208.3,42.72,472.76,3.1,0.0,0
